site,barcode,fstation,sitetype,stratum,sdate,stime,fdate,ftime,pool,lcode,gear,period,rep,summary,project,effdist,effhr,effmin,pwrgoal,pwrused,volts,v_qf,amps,a_qf,pulses,p_qf,dutycyc,dc_qf,utmzone,utm_e,utm_n,gisgrid,zone15e,zone15n,gpsmeth,gpsacc,secchi,s_qf,temp,t_qf,depth,d_qf,cond,c_qf,current,cv_qf,do,do_qf,stageht,sh_qf,sveg92,vegd,eveg92,esveg92,substrt,snag,wingdyke,trib,riprap,inout,closing,flooded,othrstrc,labind,contanrs,shtcnt,totfishc,leader,pageno,rec_site,rownum,fishcode,length,tfs,grp_wdth,catch,weight,pathcode,subproj,userdef,recorder,nfsh_cnt,orphflag,batchno  
,14005489,4,0,"IMP-S","07/02/2009","12:37","07/02/2009","12:52","26","D21.RS","D",1,"",5,"M-",200,0,15,3811,3920,245,"",16,"",60,"",25,"",15,744820,4306335,74480.30635,744820,4306335,1,2,22,"",27,"",.7,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",107,"",1,1,51,"SVCP",195,"T","",1,64,"","","","","","0","2706"
,14005489,4,0,"IMP-S","07/02/2009","12:37","07/02/2009","12:52","26","D21.RS","D",1,"",5,"M-",200,0,15,3811,3920,245,"",16,"",60,"",25,"",15,744820,4306335,74480.30635,744820,4306335,1,2,22,"",27,"",.7,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",107,"",1,1,52,"SVCP",166,"T","",1,48,"","","","","","0","2706"
,14005489,4,0,"IMP-S","07/02/2009","12:37","07/02/2009","12:52","26","D21.RS","D",1,"",5,"M-",200,0,15,3811,3920,245,"",16,"",60,"",25,"",15,744820,4306335,74480.30635,744820,4306335,1,2,22,"",27,"",.7,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",107,"",1,1,53,"SVCP",169,"T","",1,46,"","","","","","0","2706"
,14005489,4,0,"IMP-S","07/02/2009","12:37","07/02/2009","12:52","26","D21.RS","D",1,"",5,"M-",200,0,15,3811,3920,245,"",16,"",60,"",25,"",15,744820,4306335,74480.30635,744820,4306335,1,2,22,"",27,"",.7,"",392,"",0,"",9.7,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",107,"",1,1,54,"SVCP",193,"T","",1,68,"","","","","","0","2706"
,14005493,4,1,"IMP-S","07/06/2009","12:56","07/07/2009","11:14","26","H7A.RS","M",1,"",5,"M-","",22,18,"","","","","","","","","","",15,744570,4306485,74455.3065,744570,4306485,1,2,10,"",26.6,"",.33,"",315,"",0,"",20,"2","","","","","",0,3,"0","0","0","0","0","0","0","0","",1,"",413,"",1,2,22,"SVCP",20,"T",1,211,"","","","","","","0","2706"
,14005493,4,1,"IMP-S","07/06/2009","12:56","07/07/2009","11:14","26","H7A.RS","M",1,"",5,"M-","",22,18,"","","","","","","","","","",15,744570,4306485,74455.3065,744570,4306485,1,2,10,"",26.6,"",.33,"",315,"",0,"",20,"2","","","","","",0,3,"0","0","0","0","0","0","0","0","",1,"",413,"",1,2,23,"SVCP",10,"T",1,119,"","","","","","","0","2706"
,14005494,4,0,"IMP-S","07/06/2009","13:12","07/07/2009","13:11","26","M13.RS","M",1,"",5,"M-","",23,59,"","","","","","","","","","",15,743970,4306635,74395.30665,743970,4306635,1,2,25,"",24.9,"",.55,"",392,"",0,"",6,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,"",22,"",1,1,6,"SVCP",160,"T",1,1,"","","","","","","0","2706"
,14005495,4,0,"IMP-S","07/06/2009","13:37","07/07/2009","11:47","26","F7.RS","F",1,"",5,"M-","",22,10,"","","","","","","","","","",15,743820,4306235,74380.30625,743820,4306235,1,2,24,"",25.4,"",1.3,"",386,"",0,"",6.3,"","","","","","",0,2,"0","0","0","1","0","0","0","0","",0,"",38,"",1,1,33,"BHCP",360,"T","",1,456,"","","","","","0","2706"
,14005495,4,0,"IMP-S","07/06/2009","13:37","07/07/2009","11:47","26","F7.RS","F",1,"",5,"M-","",22,10,"","","","","","","","","","",15,743820,4306235,74380.30625,743820,4306235,1,2,24,"",25.4,"",1.3,"",386,"",0,"",6.3,"","","","","","",0,2,"0","0","0","1","0","0","0","0","",0,"",38,"",1,1,32,"BHCP",390,"T","",1,540,"","","","","","0","2706"
,14005512,4,0,"MCB-U","07/09/2009","10:05","07/09/2009","10:20","26","D3.RS","D",1,"",5,"M-",200,0,15,4061,3654,203,"",18,"",60,"",25,"",15,705270,4307585,70525.3076,705270,4307585,1,2,29,"",26,"",1.1,"",455,"",.28,"",7.4,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",29,"",1,1,28,"SVCP",329,"T","",1,310,"","","","","","0","2706"
,14005513,4,0,"MCB-U","07/09/2009","11:03","07/09/2009","11:18","26","D4.RS","D",1,"",5,"M-",200,0,15,4148,4230,235,"",18,"",60,"",25,"",15,706470,4306185,70645.3062,706470,4306185,1,2,29,"",26.1,"",1.1,"",474,"",.45,"",7.8,"","","","","","",0,2,"1","0","0","1","0","0","0","0","",0,"",33,"",1,1,18,"GSCP",650,"T",1,1,"","","","","","","0","2706"
,14005513,4,0,"MCB-U","07/09/2009","11:03","07/09/2009","11:18","26","D4.RS","D",1,"",5,"M-",200,0,15,4148,4230,235,"",18,"",60,"",25,"",15,706470,4306185,70645.3062,706470,4306185,1,2,29,"",26.1,"",1.1,"",474,"",.45,"",7.8,"","","","","","",0,2,"1","0","0","1","0","0","0","0","",0,"",33,"",1,1,32,"SVCP",358,"T","",1,393,"","","","","","0","2706"
Dardene Isla,14005514,4,0,"MCB-W","07/09/2009","12:27","07/09/2009","12:42","26","M227.3W","D",1,"",5,"M-",200,0,15,4057,4028,212,"",19,"",60,"",25,"",15,713145,4304994,71315.305,713145,4304994,1,2,26,"",26.5,"",2.3,"",454,"",.96,"",7,"","","","","","",0,4,"0","1","0","0","0","0","0","0","",1,"",32,"",1,1,30,"SVCP",304,"T","",1,212,"","","","","","0","2706"
,14005517,4,1,"BWC-S","07/10/2009","11:25","07/10/2009","11:40","26","F36A.RS","D",1,"",5,"M-",200,0,15,4111,4100,205,"",20,"",60,"",25,"",15,742970,4306585,74295.3066,742970,4306585,1,1,14,"",27.7,"",.5,"",449,"",0,"",7.1,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",18,"",1,1,14,"SVCP",306,"T","",1,248,"","","","","","0","2706"
,14005517,4,1,"BWC-S","07/10/2009","11:25","07/10/2009","11:40","26","F36A.RS","D",1,"",5,"M-",200,0,15,4111,4100,205,"",20,"",60,"",25,"",15,742970,4306585,74295.3066,742970,4306585,1,1,14,"",27.7,"",.5,"",449,"",0,"",7.1,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",18,"",1,1,15,"SVCP",409,"T","",1,665,"","","","","","0","2706"
,14005517,4,1,"BWC-S","07/10/2009","11:25","07/10/2009","11:40","26","F36A.RS","D",1,"",5,"M-",200,0,15,4111,4100,205,"",20,"",60,"",25,"",15,742970,4306585,74295.3066,742970,4306585,1,1,14,"",27.7,"",.5,"",449,"",0,"",7.1,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",18,"",1,1,16,"SVCP",144,"T","",1,32,"","","","","","0","2706"
,14005522,4,1,"BWC-S","07/13/2009","12:15","07/14/2009","11:40","26","F23A.RS","F",1,"",5,"M-","",23,25,"","","","","","","","","","",15,734370,4310735,73435.31075,734370,4310735,1,1,19,"",28.4,"",.4,"",726,"",0,"",6.2,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",24,"",1,1,21,"BHCP",358,"T","",1,445,"","","","","","0","2706"
,14005522,4,1,"BWC-S","07/13/2009","12:15","07/14/2009","11:40","26","F23A.RS","F",1,"",5,"M-","",23,25,"","","","","","","","","","",15,734370,4310735,73435.31075,734370,4310735,1,1,19,"",28.4,"",.4,"",726,"",0,"",6.2,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",24,"",1,1,20,"SVCP",321,"T","",1,280,"","","","","","0","2706"
,14005525,4,1,"BWC-S","07/13/2009","14:05","07/14/2009","13:05","26","F2A.RS","M",1,"",5,"M-","",23,0,"","","","","","","","","","",15,739170,4309485,73915.3095,739170,4309485,1,1,17,"",29.3,"",.3,"",461,"",0,"",8.9,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",92,"",1,1,10,"SVCP",40,"T",1,2,"","","","","","","0","2706"
,14005525,4,1,"BWC-S","07/13/2009","14:05","07/14/2009","13:05","26","F2A.RS","M",1,"",5,"M-","",23,0,"","","","","","","","","","",15,739170,4309485,73915.3095,739170,4309485,1,1,17,"",29.3,"",.3,"",461,"",0,"",8.9,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",92,"",1,1,11,"SVCP",30,"T",1,3,"","","","","","","0","2706"
,14005525,4,1,"BWC-S","07/13/2009","14:05","07/14/2009","13:05","26","F2A.RS","M",1,"",5,"M-","",23,0,"","","","","","","","","","",15,739170,4309485,73915.3095,739170,4309485,1,1,17,"",29.3,"",.3,"",461,"",0,"",8.9,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",92,"",1,1,12,"SVCP",20,"T",1,8,"","","","","","","0","2706"
,14005525,4,1,"BWC-S","07/13/2009","14:05","07/14/2009","13:05","26","F2A.RS","M",1,"",5,"M-","",23,0,"","","","","","","","","","",15,739170,4309485,73915.3095,739170,4309485,1,1,17,"",29.3,"",.3,"",461,"",0,"",8.9,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",92,"",1,1,22,"GSCP",30,"T",1,1,"","","","","","","0","2706"
,14005525,4,1,"BWC-S","07/13/2009","14:05","07/14/2009","13:05","26","F2A.RS","M",1,"",5,"M-","",23,0,"","","","","","","","","","",15,739170,4309485,73915.3095,739170,4309485,1,1,17,"",29.3,"",.3,"",461,"",0,"",8.9,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",92,"",1,1,23,"SVCP",320,"T",1,1,"","","","","","","0","2706"
,14005526,4,0,"BWC-S","07/13/2009","14:20","07/14/2009","13:40","26","M6.RS","M",1,"",5,"M-","",23,20,"","","","","","","","","","",15,739620,4309285,73960.3093,739620,4309285,1,1,18,"",29.4,"",.4,"",461,"",0,"",8.9,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",58,"",1,1,17,"SVCP",40,"T",1,1,"","","","","","","0","2706"
,14005526,4,0,"BWC-S","07/13/2009","14:20","07/14/2009","13:40","26","M6.RS","M",1,"",5,"M-","",23,20,"","","","","","","","","","",15,739620,4309285,73960.3093,739620,4309285,1,1,18,"",29.4,"",.4,"",461,"",0,"",8.9,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",58,"",1,1,10,"SVCP",30,"T",1,4,"","","","","","","0","2706"
,14005528,4,1,"BWC-S","07/13/2009","14:35","07/14/2009","14:10","26","F5A.RS","F",1,"",5,"M-","",23,35,"","","","","","","","","","",15,739870,4309135,73985.30915,739870,4309135,1,1,18,"",29.4,"",1.3,"",461,"",0,"",8.9,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",19,"",1,1,1,"SVCP",440,"T",1,1,"","","","","","","0","2706"
,14005528,4,1,"BWC-S","07/13/2009","14:35","07/14/2009","14:10","26","F5A.RS","F",1,"",5,"M-","",23,35,"","","","","","","","","","",15,739870,4309135,73985.30915,739870,4309135,1,1,18,"",29.4,"",1.3,"",461,"",0,"",8.9,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",19,"",1,1,14,"SVCP",140,"T",1,1,"","","","","","","0","2706"
,14005528,4,1,"BWC-S","07/13/2009","14:35","07/14/2009","14:10","26","F5A.RS","F",1,"",5,"M-","",23,35,"","","","","","","","","","",15,739870,4309135,73985.30915,739870,4309135,1,1,18,"",29.4,"",1.3,"",461,"",0,"",8.9,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",19,"",1,1,12,"SVCP",260,"T",1,1,"","","","","","","0","2706"
,14005528,4,1,"BWC-S","07/13/2009","14:35","07/14/2009","14:10","26","F5A.RS","F",1,"",5,"M-","",23,35,"","","","","","","","","","",15,739870,4309135,73985.30915,739870,4309135,1,1,18,"",29.4,"",1.3,"",461,"",0,"",8.9,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",19,"",1,1,13,"SVCP",150,"T",1,1,"","","","","","","0","2706"
Mason Island,14005530,4,0,"MCB-W","07/21/2009","10:27","07/22/2009","11:32","26","M219.8E","M",1,"",5,"M-","",25,5,"","","","","","","","","","",15,720101,4314977,72010.315,720101,4314977,1,2,11,"",24.5,"",.4,"",457,"",.04,"",8.9,"","","","","","",0,1,"0","1","0","1","0","0","0","0","",0,"",70,"",1,1,9,"SVCP",20,"T",1,1,"","","","","","","0","2706"
Mason Island,14005530,4,0,"MCB-W","07/21/2009","10:27","07/22/2009","11:32","26","M219.8E","M",1,"",5,"M-","",25,5,"","","","","","","","","","",15,720101,4314977,72010.315,720101,4314977,1,2,11,"",24.5,"",.4,"",457,"",.04,"",8.9,"","","","","","",0,1,"0","1","0","1","0","0","0","0","",0,"",70,"",1,1,13,"SVCP",30,"T",1,1,"","","","","","","0","2706"
Cache Hollow,14005534,4,0,"MCB-W","07/21/2009","12:04","07/22/2009","13:20","26","M232.9E","M",1,"",5,"M-","",25,16,"","","","","","","","","","",15,705804,4307765,70580.30775,705804,4307765,1,2,17,"",24.4,"",.7,"",471,"",0,"",8,"","","","","","",0,3,"0","1","0","0","0","0","0","0","",0,"",85,"",1,1,14,"SVCP",20,"T",1,1,"","","","","","","0","2706"
,14005539,4,1,"BWC-S","07/24/2009","10:25","07/25/2009","10:41","26","F6A.RS","F",1,"",5,"M-","",24,16,"","","","","","","","","","",15,740520,4309135,74050.30915,740520,4309135,1,2,20,"",26.2,"",.7,"",363,"",0,"",15.2,"","","","",2,"",1,1,"1","0","0","0","0","0","0","0","",0,"",84,"",1,1,12,"SVCP",180,"T","",1,50,"","","","","","0","2706"
,14005540,4,0,"BWC-S","07/24/2009","11:22","07/24/2009","11:37","26","D11.RS","D",1,"",5,"M-",200,0,15,3694,3920,196,"",20,"",60,"",25,"",15,738120,4309435,73810.30945,738120,4309435,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"0","0","0","0","0","0","0","1","",0,"",171,"",1,1,36,"SVCP",307,"T","",1,280,"","","","","","0","2706"
,14005540,4,0,"BWC-S","07/24/2009","11:22","07/24/2009","11:37","26","D11.RS","D",1,"",5,"M-",200,0,15,3694,3920,196,"",20,"",60,"",25,"",15,738120,4309435,73810.30945,738120,4309435,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"0","0","0","0","0","0","0","1","",0,"",171,"",1,1,15,"SVCP",50,"T",1,1,"","","","","","","0","2706"
,14005540,4,0,"BWC-S","07/24/2009","11:22","07/24/2009","11:37","26","D11.RS","D",1,"",5,"M-",200,0,15,3694,3920,196,"",20,"",60,"",25,"",15,738120,4309435,73810.30945,738120,4309435,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"0","0","0","0","0","0","0","1","",0,"",171,"",1,1,30,"SVCP",50,"T",1,1,"","","","","","","0","2706"
,14005540,4,0,"BWC-S","07/24/2009","11:22","07/24/2009","11:37","26","D11.RS","D",1,"",5,"M-",200,0,15,3694,3920,196,"",20,"",60,"",25,"",15,738120,4309435,73810.30945,738120,4309435,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"0","0","0","0","0","0","0","1","",0,"",171,"",1,1,31,"SVCP",50,"T",1,1,"","","","","","","0","2706"
,14005540,4,0,"BWC-S","07/24/2009","11:22","07/24/2009","11:37","26","D11.RS","D",1,"",5,"M-",200,0,15,3694,3920,196,"",20,"",60,"",25,"",15,738120,4309435,73810.30945,738120,4309435,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"0","0","0","0","0","0","0","1","",0,"",171,"",1,1,33,"SVCP",40,"T",1,1,"","","","","","","0","2706"
,14005540,4,0,"BWC-S","07/24/2009","11:22","07/24/2009","11:37","26","D11.RS","D",1,"",5,"M-",200,0,15,3694,3920,196,"",20,"",60,"",25,"",15,738120,4309435,73810.30945,738120,4309435,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"0","0","0","0","0","0","0","1","",0,"",171,"",1,1,35,"SVCP",243,"T","",1,114,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,37,"SVCP",50,"T",1,7,"","","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,11,"SVCP",442,"T",1,1,"","","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,12,"SVCP",389,"T","",1,510,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,13,"SVCP",358,"T","",1,450,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,14,"SVCP",309,"T","",1,250,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,15,"SVCP",319,"T","",1,300,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,16,"SVCP",290,"T","",1,240,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,17,"SVCP",322,"T","",1,290,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,18,"SVCP",323,"T","",1,305,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,19,"SVCP",268,"T","",1,170,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,20,"SVCP",226,"T","",1,98,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,21,"SVCP",255,"T","",1,140,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,22,"SVCP",207,"T","",1,73,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,23,"SVCP",176,"T","",1,50,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,24,"SVCP",188,"T","",1,50,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,25,"SVCP",185,"T","",1,50,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,26,"SVCP",224,"T","",1,99,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,27,"SVCP",212,"T","",1,80,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,28,"SVCP",202,"T","",1,88,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,29,"SVCP",185,"T","",1,51,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,30,"SVCP",207,"T","",1,70,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,31,"SVCP",183,"T","",1,53,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,32,"SVCP",220,"T","",1,80,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,33,"SVCP",210,"T","",1,60,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,34,"SVCP",157,"T","",1,30,"","","","","","0","2706"
,14005541,4,0,"BWC-S","07/24/2009","12:23","07/24/2009","12:38","26","D12.RS","D",1,"",5,"M-",200,0,15,3694,3705,195,"",19,"",60,"",25,"",15,737520,4309535,73750.30955,737520,4309535,1,2,20,"",27.9,"",.7,"",359,"",0,"",15.1,"","","","",1,"",1,1,"1","0","0","0","0","0","0","0","",0,"",760,"",1,1,36,"SVCP",40,"T",1,1,"","","","","","","0","2706"
